sentiment,text,user
neutral,"RT @ukrainenewstop: Возле #Киева продолжают доставать из воды российские вертолеты \n\nУтопленник, предположительно Ми-35 с подводными пилота…",cruiser_moscow
neutral,RT @KYTKYTKYTKYTKYT: Ο επικεφαλής της περιφερειακής ομάδας του «Δεξιού Τομέα» στην Οδησσό καμαρώνει με έναν άμαχο όμηρο. Η επιγραφή στο έμπ…,GreekLeft
positive,How AMAZING that 2 different wars produced the EXACT same damages in the EXACT same locations!!! 🤪… https://t.co/JMuRHRDrXd,1776Lisafuta
neutral,"Возле #Киева продолжают доставать из воды российские вертолеты \n\nУтопленник, предположительно Ми-35 с подводными пи… https://t.co/GGOKcRQnWF",ukrainenewstop
neutral,RT @TuMeraHyBs: #COAS\nPicture of the day 👍\nRetweet\n#bajwa #RETWEEET #وہ_کون_تھا #امپورٹڈ_حکومت_نامنظور \n#امپورٹڈ_مہنگائی_ریجیکٹڈ \n#امپورٹڈ_…,AishaRathore12
neutral,#COAS\nPicture of the day 👍\nRetweet\n#bajwa #RETWEEET #وہ_کون_تھا #امپورٹڈ_حکومت_نامنظور \n#امپورٹڈ_مہنگائی_ریجیکٹڈ… https://t.co/Bp2d147MOB,TuMeraHyBs
neutral,RT @leonelk855: 🇷🇺Ukrainian Triton IMV with captured as a trophy. Now it is a part of a Z-machine😎🤟#RussianArmy https://t.co/lyLXJdSkdx,izmash1991
neutral,RT @leonelk855: 🇷🇺Ukrainian Triton IMV with captured as a trophy. Now it is a part of a Z-machine😎🤟#RussianArmy https://t.co/lyLXJdSkdx,SilverW21655701
positive,"RT @moveebuff1953: #RussianArmy is raping, murdering, torturing innocent civilians.  Russians just lie.  I bet the POW's are being tortured…",bolivia73269891
neutral,RT @leonelk855: 🇷🇺Russian MLRS working in the Liman direction 💥🔥 #RussianArmy https://t.co/VZZ88LMx0g,5XSSjZEDx2J13Zw
neutral,RT @WithyGrove: VIDEO: @GeorgeSzamuely on the mythology created by Western politicians and their media concerning the Ukrainian armed force…,madanabhat
neutral,RT @TemppuTerava: BBC News - The Russian soldiers refusing to fight in Ukraine\n#Venäjä #RussianArmy #RussianWarCrimes\nhttps://t.co/x2AfExxK…,junky_sm
negative,EMERGENCY ALERT. THE USA JUST DECLARED WAR ON RUSSIA. THIS IS SO BAD https://t.co/sKmq3WoVp3 via @YouTube… https://t.co/9DAs6Tka1e,mario_chaos
neutral,"RT @Suriyakmaps: In addition, on northeastern front, during the last 4 days #RussianArmy managed to recapture Ternova/Тернова town &amp; began…",NSutim
neutral,RT @TemppuTerava: BBC News - The Russian soldiers refusing to fight in Ukraine\n#Venäjä #RussianArmy #RussianWarCrimes\nhttps://t.co/x2AfExxK…,BlowOfTheWind
positive,🇺🇦 Epic video. 💪🏼🤡\n\nHigh tech weapons at work.\n\n@CanadianUkrain1 \n@Osinttechnical \n@igorsushko \n@IAPonomarenko… https://t.co/vs91FY5sWm,cfhaacke
neutral,"RT @Click_Syria: نظام الصواريخ الروسية متعدد الاطلاق 9K57 \إعصار\"" يستهدف مواقع الجيش الأوكراني.\n\n#Ukraine \n#RussianArmy https://t.co/AKh8zt…""",Zahraa9218
negative,RT @morphett_c: #Russian Major Yevgeny Sulokhin 331st Airborne Regiment killed #Ukraine \n#DeadRussianSoldiers  #RussianArmy \n@GrammarDomin8…,deutschelady
neutral,RT @WithyGrove: VIDEO: @GeorgeSzamuely on the mythology created by Western politicians and their media concerning the Ukrainian armed force…,Katanning9
positive,"RT @IndiaNews_itv: यूक्रेन महायुद्ध को हुए 100 दिन\n\nदेखिए, WAR SPECIAL आज शाम 5 बजे से लगातार सिर्फ 'इंडिया न्यूज़' पर \n\n#RussianArmy #Russ…",BhartiY45680776
positive,"Wow! Azov battalion rebranded where their not Nazis bow!!  so I guess racists, after saying a racist comment, after… https://t.co/OM2prY9pxk",TomR15288961
neutral,RT @leonelk855: 🇷🇺Ukrainian Triton IMV with captured as a trophy. Now it is a part of a Z-machine😎🤟#RussianArmy https://t.co/lyLXJdSkdx,YoshkinKotof
negative,RT @morphett_c: #Russian Major Yevgeny Sulokhin 331st Airborne Regiment killed #Ukraine \n#DeadRussianSoldiers  #RussianArmy \n@GrammarDomin8…,carol_33410
negative,RT @morphett_c: #Russian Major Yevgeny Sulokhin 331st Airborne Regiment killed #Ukraine \n#DeadRussianSoldiers  #RussianArmy \n@GrammarDomin8…,ZenMaddie
neutral,Dear #Russia \n\n#RussianArmy https://t.co/lBZc8sTBon,KikiLockhart
neutral,#PutinWarCriminal #RussianArmy #RussianWarCrimes #Ukraine 🌻 https://t.co/H5TP3yqEh1 https://t.co/URCVOm04rr,AverageTweet75
neutral,RT @leonelk855: 🇷🇺Ukrainian Triton IMV with captured as a trophy. Now it is a part of a Z-machine😎🤟#RussianArmy https://t.co/lyLXJdSkdx,emigrantizCCCP
neutral,$CLOV $CSCW $WWR $VISL $TSLA $NIO $CCIV $TRIT $RIOT $BNGO $MP $BLNK $AAPL $SPCE $PLUG $AMC #dogecoin #BTC … https://t.co/hyzmLGcJC9,TopherTrading
neutral,NO WAR - stop war!!\n-\nhttps://t.co/VLOAypkEYW\n-\nhttps://t.co/qX63ZqBr0r \n-\n#ukraine #stopthewar… https://t.co/T6hj1udwKI,IvoSief
neutral,"RT @AmbigrammDesign: Moin, auf gehts … genießt den Tag und das Leben …\n\n#Samstag #Wochenende #StandWithUkraine #StopTheWar #StopptDenKrieg…",pihalbe
neutral,#Ukraine\n#Russia\n#Stopthewar\n\n#June\n#start https://t.co/l8mWfGLA9G,YusukeJordan
neutral,RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga,Samsteruni
neutral,RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga,BabylonCaroline
neutral,RT @Klitschko: #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/VQ201VtW8G,BabylonCaroline
neutral,RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga,MarjaLaukkanen
neutral,RT @Atlan82: Und hier ist die Torte für die beste Timeline der Welt und weil heute mein Geburtstag ist wünsche ich mir:\nEinen schönen #Prid…,AgedMzungu
neutral,RT @MatsumuraKazuko: 🎉✨😆✨🎊\n『ユチョンおめでとう』#Happy6002day\n#2022HappyユチョンDay\n#박유천_생일축하해\n#JYJ_FOREVER\n#AlwaysbesideofYU\n#StopTheWar\n#戦争反対\n#アメブロ \n#松…,iPxHrvmsWEe79dq
positive,RT @BremerVan: Maria just finished a new cat drawing. ✍️ 🐈 🥰 \n\nThe Zakarpatska region where she fled to with her mom was hit by missiles ye…,CGordon42534727
neutral,RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga,LiberaMariusz
neutral,"▶ Ukraiński student obronił swój dyplom #Online na froncie\n‼WOJNA na #Ukraina 🇺🇦, 1️⃣0️⃣1️⃣. dzień walk, relacja… https://t.co/IYJUeEb3oS",radiolodz
neutral,RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga,sterpone_a
positive,It occurred to me that perhaps many of you reading this may never have heard of the #MilitaryIndustrialComplex. I h… https://t.co/5oo7Vfzztp,Cease0fire
neutral,RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga,scatharis
neutral,RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga,stst1967
neutral,RT @Atlan82: Und hier ist die Torte für die beste Timeline der Welt und weil heute mein Geburtstag ist wünsche ich mir:\nEinen schönen #Prid…,sepaho
neutral,RT @waraumugi: #StopTheWar https://t.co/qgLlHxKzAK,y_takenaka0525
neutral,RT @IkichDa20200518: おはようございます☀にゃん🐈‍⬛\n土曜日だにゃん\n #NoWar  #NoWarPlease 🙏✌️🐈#WorldPeace 💛💚💙💜❤️\n#StopTheWar #平和がいいにゃ\n #猫  #黒猫 #黒猫だいすき🐈‍⬛🐕#黒猫クラブ…,neko_ohagi222
neutral,RT @Atlan82: Und hier ist die Torte für die beste Timeline der Welt und weil heute mein Geburtstag ist wünsche ich mir:\nEinen schönen #Prid…,Kleidergroessen
neutral,RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga,LeBaiLoic
neutral,Stop the war now!\n#ЯпротивВойны\n#StoptheWar\n#NoWarInUkraine\n#NoWarPlease\n#戦争反対 https://t.co/hvFway2SSn,okedgeplaytheb
neutral,RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga,Jutta_Tatjana
positive,"WHEN PEOPLE LIKE DR CAMPBELL START TALKING LIKE THIS, ITS TIME TO STOP PRETENDING WE ARENT IN HUGE TROUBLE!!… https://t.co/HE1MPozQaA",LoraInAlberta
neutral,"Moin, auf gehts … genießt den Tag und das Leben …\n\n#Samstag #Wochenende #StandWithUkraine #StopTheWar… https://t.co/zHXoKH4AAs",RoScheilDesign
neutral,RT @IkichDa20200518: おはようございます☀にゃん🐈‍⬛\n土曜日だにゃん\n #NoWar  #NoWarPlease 🙏✌️🐈#WorldPeace 💛💚💙💜❤️\n#StopTheWar #平和がいいにゃ\n #猫  #黒猫 #黒猫だいすき🐈‍⬛🐕#黒猫クラブ…,mori_kiseki
neutral,RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga,BelsizeVillage
neutral,"Moin, auf gehts … genießt den Tag und das Leben …\n\n#Samstag #Wochenende #StandWithUkraine #StopTheWar… https://t.co/XaaSgx9X6L",AmbigrammDesign
positive,RT @BremerVan: Maria just finished a new cat drawing. ✍️ 🐈 🥰 \n\nThe Zakarpatska region where she fled to with her mom was hit by missiles ye…,jamtartladyharp
neutral,RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga,MortensenFrank
neutral,RT @MatsumuraKazuko: 🎉✨😆✨🎊\n『ユチョンおめでとう』#Happy6002day\n#2022HappyユチョンDay\n#박유천_생일축하해\n#JYJ_FOREVER\n#AlwaysbesideofYU\n#StopTheWar\n#戦争反対\n#アメブロ \n#松…,Spotify63284460
neutral,RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga,RhondaPPotter19
neutral,RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga,HaraldFreter
positive,RT @sashiku72570985: @e_kremlinrussia \n\nWin billion hearts with love around the globe.Russia &amp; its people will remain full of Glory - #Stop…,sashiku72570985
neutral,RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga,olivierglinec
positive,"@ZelenskyyUa \n\nBattles are won by love &amp; gratitude , request to negotiate #StopTheWar #Vasudevakudumbagam",sashiku72570985
neutral,RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga,RortySorbet
positive,@e_kremlinrussia \n\nWin billion hearts with love around the globe.Russia &amp; its people will remain full of Glory -… https://t.co/lxBKrCcxGj,sashiku72570985
neutral,"Diese Aufnahme ist so alt wie ich, \nund immer noch aktuell..\n#StopTheWar 🕊️\nhttps://t.co/u3gMx8pyBh",KarliMartell
neutral,RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga,Januszabski2
neutral,RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga,PierrotVgx
positive,RT @BremerVan: Maria just finished a new cat drawing. ✍️ 🐈 🥰 \n\nThe Zakarpatska region where she fled to with her mom was hit by missiles ye…,MarciaBunney
neutral,RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga,Lynski_07
neutral,RT @MatsumuraKazuko: 🎉✨😆✨🎊\n『ユチョンおめでとう』#Happy6002day\n#2022HappyユチョンDay\n#박유천_생일축하해\n#JYJ_FOREVER\n#AlwaysbesideofYU\n#StopTheWar\n#戦争反対\n#アメブロ \n#松…,6002Peanuts
neutral,RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga,JR_LeGall
neutral,RT @IkichDa20200518: おはようございます☀にゃん🐈‍⬛\n土曜日だにゃん\n #NoWar  #NoWarPlease 🙏✌️🐈#WorldPeace 💛💚💙💜❤️\n#StopTheWar #平和がいいにゃ\n #猫  #黒猫 #黒猫だいすき🐈‍⬛🐕#黒猫クラブ…,whitecatlin
neutral,"RT @JwlQst3: After 100 days of war, Putin is counting on the world's indifference\n\nhttps://t.co/ZEYrWAY3VK\n\n#StopRussianAggression #StopPut…",hendersam2022
negative,RT @nat_oki: @KyivIndependent #ArmUkraineNow They don’t have enough ammunition. .. They are hardly defending.   Lord please help 🇺🇦 breath…,oreminsteluspl1
positive,"RT @BremerVan: Maria sends big virtual hugs to all the people supporting.🤗\n\nIf you can, show the family some love on Insta👇 or with a nice…",avyesh_
neutral,RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga,KINGS1973
neutral,RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga,TraderMom4
neutral,RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga,CADcrush
neutral,"RT @TrebiArt: Hier die angekündigte 'Kunstinstallation'  🤗\n\n__ __ __ __ __ __ __\nName:\n\Haie im Feld\""\nText:\n\""Damit möchte ich auf die Kornv…""",PallyG6
neutral,RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga,NatJuillet
neutral,#RussianPeople #StopTheWar\n\n#StopTheWarCrimes https://t.co/QGEZHyD1Wi,rocits
